image,top1,top3
0035313.png,2,"[2, 7, 3]"
0035314.png,2,"[2, 3, 8]"
0035315.png,2,"[2, 3, 8]"
0035330.png,2,"[2, 3, 7]"
0035331.png,2,"[2, 3, 4]"
0035341.png,2,"[2, 6, 3]"
0035344.png,2,"[2, 8, 3]"
0035347.png,2,"[2, 8, 3]"
0035355.png,2,"[2, 9, 3]"
0035357.png,2,"[2, 3, 7]"
0035360.png,2,"[2, 7, 3]"
0035361.png,2,"[2, 3, 7]"
0035362.png,2,"[2, 8, 3]"
0035364.png,2,"[2, 5, 3]"
0035365.png,2,"[2, 3, 7]"
0035379.png,2,"[2, 7, 3]"
0035399.png,2,"[2, 7, 3]"
0035401.png,2,"[2, 9, 8]"
0035402.png,2,"[2, 5, 4]"
0035403.png,2,"[2, 7, 3]"
0035409.png,2,"[2, 9, 6]"
0035419.png,2,"[2, 6, 9]"
0035426.png,2,"[2, 7, 4]"
0035431.png,2,"[2, 3, 4]"
0035435.png,2,"[2, 3, 8]"
0035438.png,2,"[2, 3, 7]"
0035444.png,5,"[5, 3, 2]"
0035451.png,8,"[8, 2, 3]"
0035453.png,2,"[2, 8, 3]"
0035467.png,2,"[2, 3, 8]"
0035478.png,9,"[9, 2, 7]"
0035480.png,2,"[2, 3, 8]"
0035486.png,2,"[2, 0, 8]"
0035487.png,2,"[2, 3, 8]"
0035494.png,2,"[2, 8, 3]"
0035499.png,2,"[2, 7, 3]"
0035502.png,2,"[2, 3, 7]"
0035503.png,2,"[2, 3, 7]"
0035504.png,9,"[9, 2, 8]"
0035513.png,2,"[2, 7, 3]"
0035518.png,2,"[2, 5, 0]"
0035520.png,2,"[2, 7, 3]"
0035523.png,2,"[2, 7, 3]"
0035525.png,2,"[2, 9, 3]"
0035527.png,2,"[2, 3, 7]"
0035528.png,2,"[2, 5, 7]"
0035533.png,2,"[2, 7, 4]"
0035535.png,2,"[2, 6, 5]"
0035537.png,2,"[2, 9, 3]"
0035541.png,2,"[2, 9, 7]"
0035542.png,2,"[2, 3, 7]"
0035545.png,2,"[2, 7, 3]"
0035555.png,2,"[2, 7, 5]"
0035560.png,2,"[2, 3, 5]"
0035561.png,2,"[2, 9, 3]"
0035567.png,2,"[2, 3, 7]"
0035575.png,2,"[2, 3, 7]"
0035578.png,2,"[2, 7, 3]"
0035599.png,2,"[2, 3, 7]"
0035601.png,2,"[2, 3, 6]"
0035602.png,2,"[2, 8, 3]"
0035610.png,2,"[2, 5, 3]"
0035618.png,2,"[2, 9, 3]"
0035624.png,2,"[2, 3, 8]"
0035628.png,8,"[8, 3, 2]"
0035629.png,2,"[2, 3, 8]"
0035630.png,2,"[2, 3, 8]"
0035639.png,2,"[2, 6, 8]"
0035641.png,3,"[3, 8, 2]"
0035642.png,2,"[2, 3, 7]"
0035656.png,8,"[8, 2, 3]"
0035658.png,2,"[2, 7, 9]"
0035659.png,2,"[2, 7, 3]"
0035660.png,6,"[6, 2, 4]"
0035662.png,8,"[8, 9, 2]"
0035671.png,2,"[2, 7, 3]"
0035675.png,2,"[2, 7, 3]"
0035677.png,2,"[2, 8, 3]"
0035683.png,2,"[2, 3, 9]"
0035687.png,2,"[2, 7, 3]"
0035696.png,4,"[4, 2, 6]"
0035702.png,9,"[9, 8, 6]"
0035709.png,2,"[2, 7, 3]"
0035712.png,2,"[2, 3, 7]"
0035714.png,2,"[2, 3, 9]"
0035715.png,2,"[2, 3, 7]"
0035716.png,2,"[2, 3, 5]"
0035718.png,2,"[2, 8, 5]"
0035719.png,2,"[2, 3, 9]"
0035723.png,2,"[2, 8, 3]"
0035726.png,2,"[2, 4, 7]"
0035732.png,2,"[2, 3, 5]"
0035733.png,2,"[2, 3, 7]"
0035741.png,2,"[2, 8, 3]"
0035742.png,2,"[2, 3, 7]"
0035752.png,2,"[2, 3, 7]"
0035756.png,2,"[2, 8, 9]"
0035768.png,2,"[2, 8, 3]"
0035772.png,2,"[2, 8, 3]"
0035775.png,2,"[2, 7, 3]"
0035779.png,7,"[7, 2, 3]"
0035811.png,2,"[2, 8, 5]"
0035813.png,2,"[2, 5, 7]"
0035815.png,0,"[0, 8, 2]"
0035817.png,2,"[2, 3, 7]"
0035823.png,2,"[2, 7, 3]"
0035824.png,2,"[2, 9, 3]"
0035826.png,2,"[2, 3, 7]"
0035828.png,2,"[2, 7, 3]"
0035831.png,2,"[2, 5, 8]"
0035832.png,2,"[2, 3, 6]"
0035841.png,2,"[2, 7, 4]"
0035850.png,2,"[2, 3, 7]"
0035855.png,2,"[2, 5, 9]"
0035873.png,2,"[2, 3, 9]"
0035883.png,2,"[2, 3, 9]"
0035895.png,2,"[2, 3, 7]"
0035899.png,2,"[2, 8, 3]"
0035900.png,2,"[2, 3, 5]"
0035907.png,2,"[2, 3, 9]"
0035911.png,2,"[2, 7, 3]"
0035928.png,2,"[2, 3, 4]"
0035932.png,2,"[2, 7, 3]"
0035933.png,2,"[2, 7, 3]"
0035940.png,2,"[2, 3, 7]"
0035945.png,2,"[2, 3, 7]"
0035952.png,2,"[2, 3, 7]"
0035954.png,2,"[2, 7, 3]"
0035958.png,2,"[2, 9, 3]"
0035959.png,2,"[2, 3, 5]"
0035961.png,2,"[2, 3, 7]"
0035964.png,2,"[2, 9, 8]"
0035974.png,2,"[2, 3, 7]"
0035984.png,2,"[2, 3, 8]"
0035991.png,2,"[2, 3, 9]"
0035996.png,2,"[2, 7, 3]"
0035998.png,0,"[0, 2, 8]"
0035999.png,2,"[2, 3, 8]"
0036001.png,2,"[2, 9, 6]"
0036015.png,2,"[2, 8, 5]"
0036019.png,2,"[2, 3, 7]"
0036020.png,2,"[2, 4, 7]"
0036022.png,8,"[8, 2, 6]"
0036029.png,2,"[2, 9, 3]"
0036038.png,2,"[2, 6, 8]"
0036039.png,2,"[2, 9, 6]"
0036040.png,2,"[2, 3, 7]"
0036048.png,2,"[2, 3, 7]"
0036052.png,2,"[2, 3, 7]"
0036054.png,3,"[3, 2, 8]"
0036064.png,2,"[2, 3, 7]"
0036065.png,2,"[2, 3, 7]"
0036067.png,2,"[2, 8, 6]"
0036075.png,2,"[2, 7, 4]"
0036102.png,2,"[2, 3, 7]"
0036103.png,2,"[2, 3, 9]"
0036104.png,2,"[2, 3, 7]"
0036112.png,2,"[2, 3, 7]"
0036120.png,2,"[2, 3, 7]"
0036121.png,2,"[2, 7, 3]"
0036125.png,2,"[2, 7, 9]"
0036127.png,2,"[2, 3, 7]"
0036133.png,2,"[2, 9, 8]"
0036136.png,2,"[2, 7, 3]"
0036137.png,2,"[2, 3, 8]"
0036145.png,2,"[2, 8, 3]"
0036147.png,2,"[2, 7, 3]"
0036156.png,2,"[2, 8, 3]"
0036157.png,2,"[2, 8, 3]"
0036180.png,2,"[2, 3, 7]"
0036188.png,2,"[2, 3, 7]"
0036194.png,2,"[2, 3, 5]"
0036202.png,2,"[2, 8, 5]"
0036203.png,2,"[2, 5, 8]"
0036206.png,2,"[2, 7, 3]"
0036214.png,2,"[2, 9, 7]"
0036220.png,2,"[2, 3, 7]"
0036222.png,2,"[2, 9, 8]"
0036225.png,2,"[2, 9, 7]"
0036240.png,2,"[2, 9, 7]"
0036255.png,2,"[2, 7, 9]"
0036258.png,2,"[2, 8, 5]"
0036266.png,2,"[2, 7, 3]"
0036267.png,2,"[2, 7, 3]"
0036279.png,2,"[2, 9, 3]"
0036282.png,2,"[2, 8, 5]"
0036291.png,2,"[2, 8, 0]"
0036292.png,2,"[2, 3, 9]"
0036306.png,2,"[2, 8, 3]"
0036309.png,2,"[2, 8, 5]"
0036316.png,2,"[2, 3, 5]"
0036319.png,2,"[2, 0, 3]"
0036326.png,2,"[2, 9, 3]"
0036334.png,2,"[2, 3, 5]"
0036342.png,2,"[2, 3, 7]"
0036344.png,2,"[2, 3, 7]"
0036349.png,2,"[2, 7, 3]"
0036354.png,2,"[2, 3, 8]"
0036357.png,2,"[2, 3, 7]"
0036361.png,2,"[2, 3, 7]"
0036373.png,2,"[2, 3, 7]"
0036377.png,2,"[2, 7, 4]"
0036378.png,7,"[7, 9, 2]"
0036389.png,2,"[2, 4, 9]"
0036399.png,2,"[2, 4, 9]"
0036401.png,2,"[2, 7, 3]"
0036405.png,2,"[2, 3, 8]"
0036406.png,2,"[2, 9, 6]"
0036407.png,2,"[2, 9, 8]"
0036409.png,2,"[2, 3, 7]"
0036410.png,2,"[2, 7, 3]"
0036412.png,2,"[2, 7, 5]"
0036416.png,2,"[2, 3, 8]"
0036417.png,2,"[2, 3, 8]"
0036420.png,2,"[2, 7, 3]"
0036422.png,2,"[2, 9, 8]"
0036424.png,2,"[2, 3, 9]"
0036429.png,2,"[2, 3, 7]"
0036433.png,2,"[2, 8, 3]"
0036444.png,2,"[2, 6, 5]"
0036445.png,2,"[2, 8, 0]"
0036449.png,2,"[2, 9, 8]"
0036450.png,2,"[2, 4, 5]"
0036455.png,2,"[2, 7, 3]"
0036463.png,2,"[2, 9, 3]"
0036468.png,2,"[2, 9, 3]"
0036470.png,2,"[2, 6, 9]"
0036473.png,2,"[2, 3, 0]"
0036478.png,2,"[2, 9, 3]"
0036483.png,3,"[3, 2, 0]"
0036488.png,2,"[2, 3, 7]"
0036507.png,2,"[2, 8, 6]"
0036510.png,2,"[2, 6, 5]"
0036512.png,2,"[2, 3, 7]"
0036521.png,2,"[2, 6, 9]"
0036532.png,2,"[2, 8, 9]"
0036535.png,2,"[2, 9, 8]"
0036538.png,2,"[2, 3, 9]"
0036550.png,2,"[2, 7, 3]"
0036557.png,2,"[2, 8, 9]"
0036559.png,2,"[2, 7, 9]"
0036566.png,2,"[2, 8, 9]"
0036573.png,2,"[2, 5, 6]"
0036578.png,2,"[2, 3, 6]"
0036581.png,2,"[2, 8, 9]"
0036583.png,2,"[2, 9, 8]"
0036587.png,2,"[2, 3, 8]"
0036600.png,2,"[2, 3, 7]"
0036605.png,2,"[2, 8, 3]"
0036610.png,2,"[2, 5, 7]"
0036611.png,9,"[9, 2, 5]"
0036618.png,2,"[2, 3, 7]"
0036623.png,2,"[2, 9, 8]"
0036625.png,2,"[2, 8, 6]"
0036626.png,2,"[2, 3, 7]"
0036628.png,2,"[2, 7, 3]"
0036629.png,2,"[2, 7, 3]"
0036645.png,2,"[2, 5, 6]"
0036655.png,2,"[2, 9, 3]"
0036666.png,2,"[2, 9, 3]"
0036670.png,5,"[5, 2, 7]"
0036673.png,2,"[2, 7, 5]"
0036683.png,2,"[2, 9, 8]"
0036692.png,2,"[2, 8, 6]"
0036694.png,2,"[2, 9, 7]"
0036695.png,2,"[2, 3, 9]"
0036706.png,2,"[2, 9, 6]"
0036715.png,2,"[2, 8, 3]"
0036720.png,2,"[2, 3, 7]"
0036721.png,2,"[2, 7, 3]"
0036728.png,9,"[9, 2, 6]"
0036730.png,2,"[2, 9, 6]"
0036740.png,2,"[2, 3, 9]"
0036751.png,2,"[2, 3, 7]"
0036754.png,2,"[2, 8, 9]"
0036755.png,2,"[2, 7, 3]"
0036772.png,2,"[2, 3, 9]"
0036773.png,2,"[2, 9, 3]"
0036785.png,7,"[7, 2, 8]"
0036802.png,2,"[2, 3, 7]"
0036803.png,2,"[2, 7, 3]"
0036804.png,2,"[2, 8, 4]"
0036808.png,2,"[2, 8, 3]"
0036814.png,2,"[2, 3, 7]"
0036815.png,2,"[2, 7, 3]"
0036818.png,2,"[2, 5, 3]"
0036828.png,3,"[3, 2, 7]"
0036829.png,2,"[2, 3, 7]"
0036836.png,2,"[2, 8, 9]"
0036842.png,2,"[2, 8, 3]"
0036844.png,2,"[2, 3, 9]"
0036845.png,2,"[2, 3, 7]"
0036856.png,2,"[2, 7, 3]"
0036860.png,2,"[2, 3, 7]"
0036873.png,2,"[2, 9, 6]"
0036881.png,2,"[2, 3, 7]"
0036885.png,2,"[2, 3, 9]"
0036886.png,2,"[2, 3, 8]"
0036888.png,2,"[2, 3, 7]"
0036890.png,2,"[2, 3, 9]"
0036891.png,2,"[2, 3, 7]"
0036898.png,2,"[2, 3, 9]"
0036905.png,2,"[2, 7, 4]"
0036911.png,2,"[2, 6, 9]"
0036913.png,2,"[2, 7, 9]"
0036915.png,2,"[2, 3, 7]"
0036927.png,2,"[2, 4, 5]"
0036928.png,2,"[2, 3, 5]"
0036930.png,2,"[2, 7, 3]"
0036937.png,5,"[5, 2, 0]"
0036940.png,2,"[2, 3, 9]"
0036942.png,2,"[2, 7, 5]"
0036944.png,2,"[2, 5, 3]"
0036947.png,2,"[2, 9, 3]"
0036962.png,2,"[2, 3, 7]"
0036973.png,2,"[2, 3, 6]"
0036974.png,2,"[2, 7, 5]"
0036978.png,2,"[2, 9, 8]"
0036983.png,2,"[2, 8, 9]"
0036984.png,2,"[2, 9, 8]"
0036991.png,2,"[2, 5, 8]"
0036992.png,2,"[2, 3, 7]"
0036999.png,2,"[2, 5, 6]"
0037002.png,2,"[2, 6, 9]"
0037004.png,2,"[2, 5, 3]"
0037006.png,2,"[2, 9, 3]"
0037013.png,2,"[2, 7, 3]"
0037014.png,2,"[2, 3, 6]"
0037025.png,2,"[2, 9, 3]"
0037027.png,2,"[2, 8, 3]"
0037028.png,2,"[2, 9, 8]"
0037031.png,2,"[2, 3, 8]"
0037034.png,2,"[2, 7, 5]"
0037044.png,2,"[2, 3, 7]"
0037052.png,2,"[2, 7, 8]"
0037056.png,3,"[3, 2, 1]"
0037057.png,2,"[2, 9, 3]"
0037062.png,2,"[2, 9, 8]"
0037066.png,2,"[2, 3, 8]"
0037069.png,2,"[2, 8, 4]"
0037070.png,2,"[2, 3, 9]"
0037071.png,2,"[2, 7, 3]"
0037079.png,2,"[2, 7, 3]"
0037084.png,2,"[2, 6, 5]"
0037088.png,2,"[2, 8, 9]"
0037089.png,2,"[2, 8, 9]"
0037092.png,2,"[2, 8, 9]"
0037099.png,2,"[2, 8, 6]"
0037110.png,2,"[2, 7, 3]"
0037112.png,2,"[2, 3, 7]"
0037118.png,2,"[2, 3, 7]"
0037121.png,2,"[2, 3, 6]"
0037123.png,2,"[2, 7, 3]"
0037126.png,2,"[2, 7, 5]"
0037133.png,2,"[2, 7, 3]"
0037137.png,2,"[2, 7, 3]"
0037146.png,2,"[2, 8, 3]"
0037153.png,2,"[2, 9, 6]"
0037159.png,2,"[2, 3, 6]"
0037162.png,2,"[2, 3, 7]"
0037164.png,5,"[5, 2, 3]"
0037171.png,2,"[2, 3, 8]"
0037172.png,2,"[2, 5, 1]"
0037175.png,2,"[2, 6, 3]"
0037186.png,2,"[2, 9, 8]"
0037198.png,2,"[2, 8, 6]"
0037203.png,2,"[2, 3, 7]"
0037212.png,2,"[2, 3, 7]"
0037214.png,2,"[2, 7, 4]"
0037215.png,2,"[2, 3, 7]"
0037218.png,2,"[2, 8, 3]"
0037219.png,2,"[2, 3, 8]"
0037221.png,2,"[2, 3, 6]"
0037225.png,2,"[2, 8, 3]"
0037230.png,2,"[2, 3, 9]"
0037243.png,2,"[2, 3, 8]"
0037248.png,2,"[2, 3, 9]"
0037254.png,2,"[2, 7, 3]"
0037257.png,2,"[2, 9, 6]"
0037258.png,2,"[2, 3, 5]"
0037271.png,2,"[2, 3, 8]"
0037280.png,8,"[8, 6, 2]"
0037285.png,2,"[2, 8, 9]"
0037286.png,2,"[2, 6, 4]"
0037289.png,7,"[7, 2, 3]"
0037294.png,2,"[2, 3, 7]"
0037295.png,2,"[2, 3, 5]"
0037301.png,2,"[2, 3, 8]"
0037306.png,9,"[9, 2, 7]"
0037307.png,2,"[2, 9, 8]"
0037308.png,2,"[2, 7, 3]"
0037309.png,2,"[2, 3, 7]"
0037318.png,2,"[2, 3, 7]"
0037320.png,3,"[3, 8, 0]"
0037321.png,2,"[2, 3, 0]"
0037323.png,2,"[2, 3, 8]"
0037325.png,2,"[2, 5, 6]"
0037326.png,2,"[2, 3, 6]"
0037328.png,2,"[2, 7, 5]"
0037334.png,2,"[2, 7, 9]"
0037339.png,2,"[2, 3, 8]"
0037340.png,2,"[2, 7, 5]"
0037343.png,2,"[2, 8, 5]"
0037345.png,2,"[2, 3, 5]"
0037346.png,2,"[2, 5, 0]"
0037349.png,2,"[2, 3, 7]"
0037352.png,2,"[2, 3, 7]"
0037355.png,2,"[2, 3, 7]"
0037361.png,2,"[2, 1, 3]"
0037362.png,2,"[2, 9, 6]"
0037363.png,2,"[2, 9, 8]"
0037368.png,2,"[2, 3, 7]"
0037372.png,2,"[2, 7, 3]"
0037383.png,2,"[2, 7, 4]"
0037385.png,2,"[2, 5, 3]"
0037388.png,2,"[2, 7, 3]"
0037391.png,2,"[2, 3, 7]"
0037392.png,2,"[2, 8, 0]"
0037396.png,2,"[2, 3, 7]"
0037400.png,2,"[2, 7, 9]"
0037406.png,2,"[2, 3, 7]"
0037408.png,2,"[2, 3, 7]"
0037413.png,2,"[2, 7, 4]"
0037414.png,2,"[2, 4, 3]"
0037433.png,2,"[2, 3, 7]"
0037446.png,2,"[2, 8, 3]"
0037465.png,2,"[2, 8, 9]"
0037467.png,2,"[2, 9, 3]"
0037491.png,2,"[2, 8, 5]"
0037493.png,2,"[2, 7, 3]"
0037495.png,2,"[2, 7, 3]"
0037496.png,2,"[2, 5, 3]"
0037499.png,2,"[2, 3, 8]"
0037506.png,2,"[2, 7, 3]"
0037508.png,2,"[2, 3, 7]"
0037509.png,2,"[2, 3, 7]"
0037515.png,2,"[2, 3, 7]"
0037517.png,2,"[2, 3, 7]"
0037522.png,8,"[8, 2, 3]"
0037528.png,2,"[2, 6, 9]"
0037534.png,8,"[8, 2, 5]"
0037535.png,2,"[2, 8, 5]"
0037538.png,2,"[2, 3, 7]"
0037550.png,2,"[2, 5, 3]"
0037555.png,2,"[2, 9, 8]"
0037556.png,2,"[2, 7, 3]"
0037561.png,2,"[2, 6, 3]"
0037563.png,2,"[2, 7, 3]"
0037564.png,2,"[2, 3, 8]"
0037575.png,2,"[2, 9, 8]"
0037584.png,2,"[2, 9, 7]"
0037594.png,2,"[2, 9, 7]"
0037595.png,2,"[2, 9, 7]"
0037602.png,2,"[2, 5, 3]"
0037604.png,2,"[2, 3, 7]"
0037607.png,2,"[2, 9, 3]"
0037617.png,2,"[2, 8, 0]"
0037620.png,2,"[2, 3, 7]"
0037621.png,2,"[2, 7, 3]"
0037622.png,2,"[2, 9, 8]"
0037624.png,2,"[2, 3, 7]"
0037626.png,2,"[2, 3, 7]"
0037630.png,2,"[2, 9, 8]"
0037631.png,8,"[8, 2, 3]"
0037633.png,2,"[2, 3, 5]"
0037634.png,2,"[2, 0, 3]"
0037635.png,3,"[3, 2, 0]"
0037653.png,2,"[2, 7, 3]"
0037661.png,2,"[2, 3, 7]"
0037671.png,2,"[2, 7, 3]"
0037673.png,2,"[2, 7, 3]"
0037682.png,2,"[2, 3, 7]"
0037683.png,2,"[2, 3, 7]"
0037688.png,2,"[2, 3, 7]"
0037690.png,2,"[2, 9, 3]"
0037695.png,2,"[2, 9, 3]"
0037703.png,2,"[2, 9, 8]"
0037706.png,2,"[2, 9, 8]"
0037712.png,2,"[2, 8, 6]"
0037714.png,2,"[2, 8, 3]"
0037717.png,2,"[2, 8, 6]"
0037724.png,2,"[2, 8, 3]"
0037726.png,2,"[2, 3, 9]"
0037730.png,2,"[2, 3, 7]"
0037734.png,5,"[5, 3, 6]"
0037759.png,2,"[2, 3, 7]"
0037760.png,2,"[2, 9, 7]"
0037764.png,2,"[2, 5, 3]"
0037765.png,2,"[2, 7, 3]"
0037769.png,2,"[2, 3, 9]"
0037770.png,2,"[2, 8, 3]"
0037792.png,2,"[2, 3, 7]"
0037794.png,2,"[2, 7, 3]"
0037799.png,2,"[2, 3, 7]"
0037808.png,2,"[2, 5, 8]"
0037809.png,2,"[2, 5, 3]"
0037810.png,2,"[2, 3, 8]"
0037813.png,2,"[2, 8, 9]"
0037833.png,2,"[2, 8, 3]"
0037841.png,2,"[2, 9, 8]"
0037844.png,8,"[8, 9, 2]"
0037845.png,2,"[2, 8, 9]"
0037846.png,2,"[2, 9, 8]"
0037850.png,2,"[2, 8, 9]"
0037851.png,2,"[2, 8, 9]"
0037852.png,2,"[2, 9, 7]"
0037861.png,2,"[2, 8, 3]"
0037866.png,2,"[2, 8, 6]"
0037875.png,2,"[2, 3, 7]"
0037882.png,2,"[2, 3, 8]"
0037884.png,2,"[2, 3, 8]"
0037887.png,2,"[2, 8, 6]"
0037888.png,2,"[2, 8, 9]"
0037893.png,2,"[2, 8, 9]"
0037896.png,2,"[2, 3, 5]"
0037901.png,2,"[2, 9, 7]"
0037912.png,2,"[2, 8, 3]"
0037914.png,2,"[2, 9, 8]"
0037918.png,2,"[2, 3, 7]"
0037927.png,2,"[2, 9, 7]"
0037936.png,2,"[2, 7, 9]"
0037941.png,2,"[2, 7, 3]"
0037945.png,2,"[2, 3, 7]"
0037952.png,2,"[2, 3, 7]"
0037958.png,2,"[2, 3, 7]"
0037961.png,7,"[7, 2, 4]"
0037962.png,2,"[2, 3, 7]"
0037965.png,2,"[2, 3, 7]"
0037967.png,2,"[2, 7, 3]"
0037969.png,2,"[2, 7, 3]"
0037970.png,2,"[2, 3, 7]"
0037981.png,2,"[2, 3, 8]"
0037989.png,2,"[2, 3, 9]"
0037995.png,2,"[2, 9, 3]"
0037996.png,2,"[2, 3, 5]"
0038002.png,2,"[2, 8, 9]"
0038005.png,2,"[2, 3, 7]"
0038008.png,2,"[2, 7, 3]"
0038015.png,2,"[2, 7, 3]"
0038023.png,2,"[2, 3, 7]"
0038045.png,2,"[2, 7, 3]"
0038056.png,2,"[2, 8, 9]"
0038061.png,2,"[2, 3, 7]"
0038062.png,2,"[2, 8, 5]"
0038067.png,2,"[2, 8, 9]"
0038069.png,8,"[8, 2, 3]"
0038088.png,2,"[2, 3, 6]"
0038102.png,2,"[2, 5, 7]"
0038106.png,2,"[2, 5, 8]"
0038107.png,2,"[2, 9, 8]"
0038115.png,2,"[2, 3, 7]"
0038120.png,2,"[2, 3, 7]"
0038121.png,2,"[2, 3, 7]"
0038138.png,2,"[2, 3, 7]"
0038143.png,2,"[2, 6, 5]"
0038148.png,2,"[2, 3, 7]"
0038163.png,2,"[2, 3, 7]"
0038166.png,2,"[2, 9, 3]"
0038167.png,6,"[6, 2, 4]"
0038169.png,2,"[2, 8, 4]"
0038170.png,2,"[2, 3, 0]"
0038191.png,2,"[2, 7, 3]"
0038200.png,0,"[0, 2, 6]"
0038203.png,2,"[2, 3, 7]"
0038205.png,2,"[2, 7, 5]"
0038213.png,2,"[2, 3, 7]"
0038214.png,2,"[2, 7, 3]"
0038216.png,2,"[2, 7, 3]"
0038219.png,2,"[2, 3, 9]"
0038225.png,2,"[2, 3, 7]"
0038231.png,2,"[2, 3, 9]"
0038233.png,2,"[2, 3, 7]"
0038236.png,2,"[2, 3, 7]"
0038246.png,2,"[2, 9, 3]"
0038248.png,3,"[3, 2, 7]"
0038255.png,2,"[2, 9, 8]"
0038262.png,2,"[2, 9, 8]"
0038272.png,2,"[2, 8, 9]"
0038274.png,2,"[2, 3, 9]"
0038288.png,3,"[3, 2, 1]"
0038298.png,2,"[2, 8, 1]"
0038304.png,2,"[2, 3, 7]"
0038317.png,2,"[2, 9, 8]"
0038320.png,2,"[2, 8, 0]"
0038323.png,2,"[2, 5, 9]"
0038330.png,2,"[2, 3, 8]"
0038332.png,8,"[8, 2, 3]"
0038339.png,8,"[8, 6, 9]"
0038343.png,2,"[2, 8, 3]"
0038344.png,2,"[2, 3, 8]"
0038359.png,2,"[2, 8, 3]"
0038373.png,2,"[2, 3, 5]"
0038377.png,2,"[2, 9, 3]"
0038378.png,2,"[2, 9, 8]"
0038387.png,2,"[2, 9, 8]"
0038393.png,2,"[2, 8, 9]"
0038398.png,2,"[2, 3, 7]"
0038399.png,2,"[2, 3, 7]"
0038417.png,2,"[2, 3, 7]"
0038420.png,2,"[2, 7, 3]"
0038429.png,2,"[2, 7, 3]"
0038441.png,2,"[2, 7, 9]"
0038442.png,2,"[2, 3, 7]"
0038443.png,2,"[2, 3, 7]"
0038445.png,2,"[2, 8, 3]"
0038453.png,2,"[2, 3, 7]"
0038469.png,2,"[2, 3, 7]"
0038472.png,2,"[2, 7, 9]"
0038476.png,2,"[2, 7, 3]"
0038477.png,2,"[2, 7, 3]"
0038479.png,8,"[8, 2, 9]"
0038481.png,8,"[8, 1, 6]"
0038483.png,2,"[2, 7, 4]"
0038491.png,2,"[2, 9, 7]"
0038508.png,2,"[2, 8, 9]"
0038510.png,2,"[2, 5, 9]"
0038513.png,2,"[2, 9, 8]"
0038529.png,2,"[2, 3, 7]"
0038531.png,2,"[2, 3, 9]"
0038538.png,2,"[2, 3, 7]"
0038544.png,2,"[2, 3, 5]"
0038547.png,2,"[2, 8, 9]"
0038551.png,2,"[2, 7, 3]"
0038557.png,2,"[2, 3, 5]"
0038563.png,2,"[2, 8, 3]"
0038564.png,2,"[2, 9, 7]"
0038570.png,2,"[2, 9, 5]"
0038576.png,2,"[2, 3, 7]"
0038582.png,2,"[2, 7, 3]"
0038594.png,2,"[2, 8, 0]"
0038611.png,2,"[2, 9, 8]"
0038612.png,2,"[2, 7, 9]"
0038616.png,2,"[2, 9, 8]"
0038618.png,2,"[2, 3, 7]"
0038619.png,2,"[2, 7, 3]"
0038626.png,6,"[6, 2, 4]"
0038629.png,2,"[2, 7, 9]"
0038642.png,2,"[2, 9, 3]"
0038659.png,2,"[2, 3, 7]"
0038660.png,2,"[2, 3, 8]"
0038666.png,2,"[2, 8, 9]"
0038667.png,2,"[2, 8, 6]"
0038677.png,2,"[2, 3, 8]"
0038679.png,2,"[2, 3, 7]"
0038690.png,2,"[2, 3, 7]"
0038695.png,8,"[8, 2, 6]"
0038701.png,2,"[2, 7, 3]"
0038704.png,2,"[2, 9, 3]"
0038705.png,2,"[2, 9, 3]"
0038709.png,2,"[2, 7, 9]"
0038712.png,2,"[2, 8, 6]"
0038713.png,2,"[2, 6, 5]"
0038719.png,2,"[2, 7, 3]"
0038723.png,2,"[2, 3, 7]"
0038724.png,2,"[2, 4, 3]"
0038733.png,2,"[2, 3, 7]"
0038743.png,7,"[7, 9, 2]"
0038745.png,2,"[2, 3, 7]"
0038748.png,2,"[2, 3, 7]"
0038759.png,2,"[2, 3, 0]"
0038764.png,2,"[2, 7, 3]"
0038769.png,2,"[2, 9, 8]"
0038772.png,2,"[2, 8, 5]"
0038777.png,2,"[2, 8, 9]"
0038786.png,2,"[2, 6, 3]"
0038800.png,2,"[2, 8, 3]"
0038801.png,2,"[2, 3, 8]"
0038803.png,2,"[2, 3, 8]"
0038804.png,2,"[2, 7, 9]"
0038807.png,2,"[2, 3, 5]"
0038816.png,2,"[2, 3, 9]"
0038817.png,2,"[2, 3, 9]"
0038821.png,2,"[2, 8, 6]"
0038838.png,2,"[2, 8, 9]"
0038839.png,2,"[2, 8, 0]"
0038843.png,2,"[2, 3, 7]"
0038846.png,2,"[2, 5, 7]"
0038847.png,2,"[2, 6, 8]"
0038849.png,2,"[2, 3, 6]"
0038852.png,2,"[2, 3, 7]"
0038855.png,2,"[2, 7, 3]"
0038857.png,2,"[2, 3, 9]"
0038862.png,2,"[2, 5, 8]"
0038865.png,2,"[2, 7, 3]"
0038866.png,2,"[2, 3, 8]"
0038888.png,2,"[2, 7, 3]"
0038892.png,2,"[2, 3, 8]"
0038895.png,2,"[2, 8, 5]"
0038896.png,2,"[2, 9, 8]"
0038914.png,2,"[2, 8, 9]"
0038920.png,2,"[2, 3, 8]"
0038922.png,8,"[8, 2, 3]"
0038923.png,2,"[2, 8, 3]"
0038927.png,2,"[2, 7, 3]"
0038930.png,2,"[2, 7, 3]"
0038939.png,2,"[2, 7, 9]"
0038949.png,2,"[2, 9, 3]"
0038958.png,2,"[2, 3, 9]"
0038965.png,2,"[2, 9, 3]"
